source,target,annotation
It is not a heavy job for the family if they have prepare their mental first by disclosing the information of the probability that their children may suffer from the genetic disorder .,It is not a difficult job for the family if they have prepared their minds first by disclosing the information about the probability that their children may suffer from a genetic disorder .,A 4 5|||Wci|||difficult|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||prepared|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||minds|||REQUIRED|||-NONE-|||0; A 20 21|||Prep|||about|||REQUIRED|||-NONE-|||0; A 29 30|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
"In this modern world , the technologies were improved a lot compared with the last century .","In the modern world , technologies technology has a lot compared with to last century .",A 1 2|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 6 7|||Nn|||technology|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||has|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||to|||REQUIRED|||-NONE-|||0
"Particularly , in the medical field , there is a great improvement in many treatments for many formally incurable diseases , and genetic testing is one of the methods which were used to diagnose an individual at risk for a genetic disorder .","Particularly , in the medical field , there has been great improvement in many treatments for many formally formerly diseases , and genetic testing is one of the methods which were is to diagnose an individual at risk for a genetic disorder .",A 8 9|||V0|||has been|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 17 18|||Mec|||formerly|||REQUIRED|||-NONE-|||0; A 30 31|||Vt|||is|||REQUIRED|||-NONE-|||0
The medical authorities claimed that only the individual who is at risk for a genetic disorder can make the decision to undergo genetic testing .,The medical authorities claim that only the individual who is at risk for a genetic disorder can make the decision to undergo genetic testing .,A 3 4|||Vt|||claim|||REQUIRED|||-NONE-|||0
"However , once a test has been conducted and the results are known , a family-related ethical dilemma is born .","However , once a test has been conducted and the results are known , a family-related ethical dilemma is born .",NONE
The question is whether a carrier of a known genetic risk should tell his or her relatives .,The question is whether a carrier of a known genetic risk should tell their relatives .,A 13 16|||Pref|||their|||REQUIRED|||-NONE-|||0
"In my opinion , the carrier of a known genetic risk has to tell his or her relatives about this .","In my opinion , the carrier of a known genetic risk has to tell their relatives about this . it",A 14 17|||Pref|||their|||REQUIRED|||-NONE-|||0; A 19 20|||Pref|||it|||REQUIRED|||-NONE-|||0
This is because his or her relatives have the right to know about this .,This is because their relatives have the right to know about this . it,A 3 6|||Pref|||their|||REQUIRED|||-NONE-|||0; A 13 14|||Pref|||it|||REQUIRED|||-NONE-|||0
"As many people realize , a genetic disorder can be related to the carrier 's relatives , that is , one of the family members is at risk for a genetic disorder means that other family members also have almost the equally risk to have it , so this problem should be treated seriously by the family .","As many people realize , a genetic disorder can be a concern for the carrier 's relatives , that is , if one of the family members is at risk for a genetic then that disorder means that other family members an have equal the of having to have and it , so this problem should be treated seriously by the family .",A 10 11|||Wci|||a concern|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||for|||REQUIRED|||-NONE-|||0; A 20 20|||Trans|||if|||REQUIRED|||-NONE-|||0; A 32 32|||Trans|||then that|||REQUIRED|||-NONE-|||0; A 39 39|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 40 41|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 41 42|||Wform|||equal|||REQUIRED|||-NONE-|||0; A 43 44|||Prep|||of|||REQUIRED|||-NONE-|||0; A 44 45|||Vform|||having|||REQUIRED|||-NONE-|||0; A 47 47|||Trans|||and|||REQUIRED|||-NONE-|||0
Every family member has their human right to know what is going on with them .,Every family member has a right to know what is going on to affect their health,A 4 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 5 6|||Rloc-||||||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||to|||REQUIRED|||-NONE-|||0; A 13 15|||Others|||affect their health|||REQUIRED|||-NONE-|||0
"If they do not even know that they are at risk for a genetic disorder , how can this explain their right ?","If they do not even know that they are at risk for a genetic disorder , how can this correspond with their rights ?",A 19 20|||Wci|||correspond with|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||rights|||REQUIRED|||-NONE-|||0
"For instance , John is informed by his doctor that he is at risk for a genetic disorder but he does not tell his sibling , James about this .","For instance , John is informed by his doctor that he is at risk for a genetic disorder but he does not tell his sibling , James , about this .","A 27 27|||Mec|||,|||REQUIRED|||-NONE-|||0"
"Although telling James about this is horrible to some extent , he should know what will be likely to be going on for him .","Although telling James about this is unpleasant to some extent , he should know what will be likely to happen on him his health",A 6 7|||Wci|||unpleasant|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||happen|||REQUIRED|||-NONE-|||0; A 20 21|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 22|||Prep||||||REQUIRED|||-NONE-|||0; A 22 23|||Prep||||||REQUIRED|||-NONE-|||0; A 23 24|||Others|||his health|||REQUIRED|||-NONE-|||0
This might be beneficial for his future if he is aware of the risk of having this disorder .,It might be beneficial for his future if he is aware of the risk of having this disorder .,A 0 1|||ArtOrDet|||It|||REQUIRED|||-NONE-|||0
"The next point is that telling relatives can raise their awareness of having the similar genetic disorder , preventing certain genetic disorders to affect themselves .","The next point is that telling relatives can raise their awareness of having a similar genetic disorder , preventing certain genetic disorders from affecting themselves .",A 13 14|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 22 23|||Prep|||from|||REQUIRED|||-NONE-|||0; A 23 24|||Vform|||affecting|||REQUIRED|||-NONE-|||0
"Genetic disorders are innate , but the great improvement of medical treatment makes it possible for humans to prevent the disorder or to reduce the negative effects of the disorder on themselves .","Genetic disorders are innate , but the great improvement in medical treatment makes it possible for humans to prevent the disorder or to reduce the negative effects of the disorder on themselves .",A 9 10|||Prep|||in|||REQUIRED|||-NONE-|||0
"In addition , doctors usually quote a statement , "" Prevention is better than curation "" ; this gives us an idea that preventing a disorder to happen has far more advantages than curing it .","In addition , doctors usually quote a statement , "" Prevention is better than curation "" ; this gives us the idea that preventing a disorder from happening has far more advantages than curing it .",A 20 21|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 26 27|||Prep|||from|||REQUIRED|||-NONE-|||0; A 27 28|||Vform|||happening|||REQUIRED|||-NONE-|||0
"Awareness of having a genetic disorder may help in diagnosing a genetic disorder for a person , and therefore , this may make the prevention of a certain disorder possible .","Being aware of having a genetic risk may help in diagnosing a genetic disorder in a person , and therefore , this may make the prevention of a certain disorder possible .",A 0 1|||V0|||Being aware|||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||risk|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||in|||REQUIRED|||-NONE-|||0
"For example , hypertension is partially due to genetic factors , but environmental factors also play an important role .","For example , hypertension is partially due to genetic factors , but environmental factors also play an important role .",NONE
"People who aware of having such disorder can prevent the disorder to happen by adapting a healthy lifestyle , including having a balanced diet and at least having exercise for 30 minutes every day .",People who aware of having such a disorder can prevent the from happening happen by adapting a healthy lifestyle which includes including having a balanced diet and at getting having exercise for 30 minutes every day .,A 6 6|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||from|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||happening|||REQUIRED|||-NONE-|||0; A 19 20|||Pref|||which includes|||REQUIRED|||-NONE-|||0; A 27 28|||Wci|||getting|||REQUIRED|||-NONE-|||0
"To sum up , a carrier of a known genetic risk should be obligated to tell his or her relatives .","To sum up , a carrier of a known genetic risk should be obligated to tell their relatives .",A 16 19|||Pref|||their|||REQUIRED|||-NONE-|||0
"This is their human right to know about that , and this may also save their lives by preventing the disorder to happen .","It is their human right to know about it , and it may also save their lives by preventing the disorder from happening .",A 0 1|||Pref|||It|||REQUIRED|||-NONE-|||0; A 8 9|||Pref|||it|||REQUIRED|||-NONE-|||0; A 11 12|||Pref|||it|||REQUIRED|||-NONE-|||0; A 21 22|||Prep|||from|||REQUIRED|||-NONE-|||0; A 22 23|||Vform|||happening|||REQUIRED|||-NONE-|||0
"Together with the advancement of technology over past decades,medical advancement has increased exponentially and further enhancements are still constantly upgrading.Empower doctors with advance medical knowledge,doctors are able to diagnose and undergo genetic testing for patients to help them prevent and take necessary steps to protect their life.However , once a test has been conducted and the results are known,a question of disclosing the results to his or her relatives become a challenging issue to both patient and doctor.In my opinion,I feel the strong urge to support the obligation to inform patient relatives .","Together with the advancement of technology over past decades , medical advancement has increased exponentially and further enhancements are still constantly upgrading.By empowering doctors with advanced medical knowledge , they are able to diagnose and perform genetic testing for patients to help them prevent disease and the take necessary steps to lives . However their life.However , once a test has been conducted and the known , the are known,a question of disclosing the their or her relatives becomes a challenging issue for both patients and doctors . In my opinion , I feel a strong urge to support the obligation to inform patient 's relatives .","A 8 9|||Mec|||decades , medical|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||happening . Empower|||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||upgrading.By empowering|||REQUIRED|||-NONE-|||0; A 22 23|||Wform|||advanced|||REQUIRED|||-NONE-|||0; A 24 25|||Pref|||knowledge , they|||REQUIRED|||-NONE-|||0; A 30 31|||Wci|||perform|||REQUIRED|||-NONE-|||0; A 39 39|||Others|||disease|||REQUIRED|||-NONE-|||0; A 41 41|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 46 47|||Nn|||lives . However|||REQUIRED|||-NONE-|||0; A 58 59|||ArtOrDet|||known , the|||REQUIRED|||-NONE-|||0; A 65 68|||Pref|||their|||REQUIRED|||-NONE-|||0; A 69 70|||SVA|||becomes|||REQUIRED|||-NONE-|||0; A 73 74|||Prep|||for|||REQUIRED|||-NONE-|||0; A 75 76|||Nn|||patients|||REQUIRED|||-NONE-|||0; A 77 78|||Nn|||doctors . In|||REQUIRED|||-NONE-|||0; A 79 80|||Mec|||opinion , I|||REQUIRED|||-NONE-|||0; A 81 82|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 91 91|||Npos|||'s|||REQUIRED|||-NONE-|||0"
"As it is a genetic risk,the patient next-of-skin might have a high chance of carrying the risk,hence the need to inform their relatives is important so that necessary prevention actions could be taken before unforeseen circumstances might occur.For example,if you are the only child in a family and unfortunately,you are suffering from a genetic disease that the genetic trait might be passed on to your next generation if you have a child,hence by letting your family members aware of the situation,it would lessen family stresses and suffering on forcing you to settle down and have children.However , social ethic issues like discrimination and privacy are biggest concerns and potential barriers to enforce patients or doctors to disclose information to patients relatives.It challenges the confidentiality and privacy principles.Currently , under the Health Insurance Portability and Accountability Act of 1996 ( HIPAA ) in the United States,there is no legal obligation requirement to disclose information to relatives,it is up to the patient 's wish to disclose to their family members.Early disclosement to family members brings in positive reaction and prevention,as in the case of Angelina Jolie,she chose to disclose information and underwent treatment to reduce the risk of breast cancer significantly to under five percent.I still can recall her reason for disclosing her own story was that she does not want to live under the shadow of cancer .","As it is a genetic risk , the patient next-of-kin next-of-skin might have a high chance of carrying risk , hence risk,hence the need to inform their relatives an important one important so the that necessary can actions could be taken before unforeseen occur . For example , if occur.For example,if you are the only child in a , unfortunately , you and unfortunately,you are suffering from a where disease that the genetic trait might be passed the to your next generation if you child . Hence , a making by letting your know about aware situation , it the situation,it your family 's stress family insistence and suffering on forcing you to settle down children . However have children.However ethics social ethic issues like discrimination and big are biggest can be and toward barriers to enforce patients or doctors to disclose information relatives . It to patients principles of privacy and confidentiality . Currently and privacy principles.Currently , under the Health Insurance Portability and Accountability Act of 1996 ( HIPAA ) in the United States , there is no legal obligation to disclose information to relatives,it relatives , and it up to the patient 's to to their family it members.Early disclosement members . Early disclosure members brings in positive a and prevention,as in prevention , as case of Angelina Jolie,she chose Jolie , when she disclose information and the underwent treatment to reduce the risk of breast cancer significantly to , under five percent . I still can recall her reason for disclosing her own story was that she does not want to live under the shadow of cancer .","A 5 6|||Mec|||risk , the|||REQUIRED|||-NONE-|||0; A 7 7|||Npos|||'s|||REQUIRED|||-NONE-|||0; A 7 8|||Mec|||next-of-kin|||REQUIRED|||-NONE-|||0; A 16 17|||Mec|||risk , hence|||REQUIRED|||-NONE-|||0; A 24 25|||ArtOrDet|||an important one|||REQUIRED|||-NONE-|||0; A 27 27|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 30 31|||Vm|||can|||REQUIRED|||-NONE-|||0; A 37 38|||Mec|||occur . For|||REQUIRED|||-NONE-|||0; A 38 39|||Mec|||example , if|||REQUIRED|||-NONE-|||0; A 48 49|||Mec|||, unfortunately , you|||REQUIRED|||-NONE-|||0; A 55 56|||Prep|||where|||REQUIRED|||-NONE-|||0; A 64 65|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 71 72|||Mec|||child . Hence ,|||REQUIRED|||-NONE-|||0; A 73 74|||Wci|||making|||REQUIRED|||-NONE-|||0; A 77 78|||Wci|||know|||REQUIRED|||-NONE-|||0; A 78 79|||Prep|||about|||REQUIRED|||-NONE-|||0; A 80 81|||Mec|||situation , it|||REQUIRED|||-NONE-|||0; A 83 84|||Pref|||your family 's|||REQUIRED|||-NONE-|||0; A 84 85|||Nn|||stress|||REQUIRED|||-NONE-|||0; A 86 87|||Wci|||insistence|||REQUIRED|||-NONE-|||0; A 95 96|||Mec|||children . However|||REQUIRED|||-NONE-|||0; A 98 99|||Nn|||ethics|||REQUIRED|||-NONE-|||0; A 105 106|||Wform|||big|||REQUIRED|||-NONE-|||0; A 108 109|||V0|||can be|||REQUIRED|||-NONE-|||0; A 110 111|||Prep|||toward|||REQUIRED|||-NONE-|||0; A 120 120|||Npos|||'|||REQUIRED|||-NONE-|||0; A 120 121|||Mec|||relatives . It|||REQUIRED|||-NONE-|||0; A 123 127|||WOinc|||principles of privacy and confidentiality . Currently|||REQUIRED|||-NONE-|||0; A 144 145|||Mec|||States , there|||REQUIRED|||-NONE-|||0; A 149 150|||Rloc-||||||REQUIRED|||-NONE-|||0; A 154 155|||Trans|||relatives , and it|||REQUIRED|||-NONE-|||0; A 160 161|||Npos||||||REQUIRED|||-NONE-|||0; A 161 162|||Rloc-||||||REQUIRED|||-NONE-|||0; A 164 164|||Pref|||it|||REQUIRED|||-NONE-|||0; A 167 168|||Mec|||members . Early|||REQUIRED|||-NONE-|||0; A 168 169|||Wform|||disclosure|||REQUIRED|||-NONE-|||0; A 173 174|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 177 178|||Mec|||prevention , as|||REQUIRED|||-NONE-|||0; A 183 184|||Trans|||Jolie , when she|||REQUIRED|||-NONE-|||0; A 187 187|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 199 199|||Mec|||,|||REQUIRED|||-NONE-|||0; A 202 203|||Mec|||percent . I|||REQUIRED|||-NONE-|||0"
