source,target,annotation
"If they do not even know that they are at risk for a genetic disorder , how can this explain their right ?","If they do not even know that they are at risk from a genetic disorder , how can this explain their right ?",A 11 12|||Prep|||from|||REQUIRED|||-NONE-|||0
"For instance , John is informed by his doctor that he is at risk for a genetic disorder but he does not tell his sibling , James about this .","For instance , John is informed by his doctor that he is at risk from a genetic disorder but he does not tell his sibling , James , about this .","A 14 15|||Prep|||from|||REQUIRED|||-NONE-|||0; A 27 27|||Srun|||,|||REQUIRED|||-NONE-|||0"
"Although telling James about this is horrible to some extent , he should know what will be likely to be going on for him .","Although telling James about this is horrible to some extent , he should know what will be likely to happen on him to",A 19 21|||Wci|||happen|||REQUIRED|||-NONE-|||0; A 21 22|||Prep||||||REQUIRED|||-NONE-|||0; A 22 23|||Prep|||to|||REQUIRED|||-NONE-|||0
This might be beneficial for his future if he is aware of the risk of having this disorder .,It might be beneficial for his future if he is aware of the risk of having this disorder .,A 0 1|||Pform|||It|||REQUIRED|||-NONE-|||0
"The next point is that telling relatives can raise their awareness of having the similar genetic disorder , preventing certain genetic disorders to affect themselves .","The next point is that telling relatives could raise their awareness of having the same genetic disorder , preventing the genetic disorder from affecting them .",A 7 8|||Vm|||could|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||same|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||disorder|||REQUIRED|||-NONE-|||0; A 22 23|||Prep|||from|||REQUIRED|||-NONE-|||0; A 23 24|||Vform|||affecting|||REQUIRED|||-NONE-|||0; A 24 25|||Pform|||them|||REQUIRED|||-NONE-|||0
"Genetic disorders are innate , but the great improvement of medical treatment makes it possible for humans to prevent the disorder or to reduce the negative effects of the disorder on themselves .","Genetic disorders are innate , but the great advances in medical treatment make it possible for humans to either prevent the disorder to reduce the negative effects of the disorder on themselves .",A 8 9|||Wci|||advances|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||in|||REQUIRED|||-NONE-|||0; A 12 13|||SVA|||make|||REQUIRED|||-NONE-|||0; A 18 18|||Trans|||either|||REQUIRED|||-NONE-|||0; A 22 23|||Prep||||||REQUIRED|||-NONE-|||0
"In addition , doctors usually quote a statement , "" Prevention is better than curation "" ; this gives us an idea that preventing a disorder to happen has far more advantages than curing it .","In addition , doctors usually quote the saying , "" Prevention is better than cure "" ; this gives us an idea that preventing a disorder from happening is far more advantageous than curing it .",A 6 7|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||saying|||REQUIRED|||-NONE-|||0; A 14 15|||Wform|||cure|||REQUIRED|||-NONE-|||0; A 26 27|||Prep|||from|||REQUIRED|||-NONE-|||0; A 27 28|||Vform|||happening|||REQUIRED|||-NONE-|||0; A 28 29|||Vform|||is|||REQUIRED|||-NONE-|||0; A 31 32|||Wform|||advantageous|||REQUIRED|||-NONE-|||0
"Awareness of having a genetic disorder may help in diagnosing a genetic disorder for a person , and therefore , this may make the prevention of a certain disorder possible .","Awareness of having a genetic disorder may help in diagnosing the genetic disorder in another person , and therefore , this may make the prevention of a certain disorder possible .",A 10 11|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 13 14|||Prep|||in|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet|||another|||REQUIRED|||-NONE-|||0
"For example , hypertension is partially due to genetic factors , but environmental factors also play an important role .","For example , hypertension is partially due to genetic factors , but environmental factors also play an important role .",NONE
"People who aware of having such disorder can prevent the disorder to happen by adapting a healthy lifestyle , including having a balanced diet and at least having exercise for 30 minutes every day .","People who aware of having this disorder can prevent the disorder from happening by adopting a healthy lifestyle , including eating a balanced diet and having exercise doing 30 minutes at least every day .",A 5 6|||ArtOrDet|||this|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||from|||REQUIRED|||-NONE-|||0; A 12 13|||Vform|||happening|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||adopting|||REQUIRED|||-NONE-|||0; A 20 21|||Wci|||eating|||REQUIRED|||-NONE-|||0; A 25 27|||WOinc||||||REQUIRED|||-NONE-|||0; A 27 28|||Wci|||doing|||REQUIRED|||-NONE-|||0; A 30 30|||WOinc|||at least|||REQUIRED|||-NONE-|||0
"To sum up , a carrier of a known genetic risk should be obligated to tell his or her relatives .","To sum up , a carrier of a known genetic risk should be obliged to tell their relatives .",A 13 14|||Wci|||obliged|||REQUIRED|||-NONE-|||0; A 16 19|||Pform|||their|||REQUIRED|||-NONE-|||0
"This is their human right to know about that , and this may also save their lives by preventing the disorder to happen .","It is their human right to know about It , and may also save their lives by preventing the disorder to from happening",A 0 1|||Pform|||It|||REQUIRED|||-NONE-|||0; A 8 9|||Pform|||It|||REQUIRED|||-NONE-|||0; A 11 12|||Pform||||||REQUIRED|||-NONE-|||0; A 21 22|||Pform|||from|||REQUIRED|||-NONE-|||0; A 22 23|||Vform|||happening|||REQUIRED|||-NONE-|||0
"Together with the advancement of technology over past decades,medical advancement has increased exponentially and further enhancements are still constantly upgrading.Empower doctors with advance medical knowledge,doctors are able to diagnose and undergo genetic testing for patients to help them prevent and take necessary steps to protect their life.However , once a test has been conducted and the results are known,a question of disclosing the results to his or her relatives become a challenging issue to both patient and doctor.In my opinion,I feel the strong urge to support the obligation to inform patient relatives .","Together with the advancement of technology over past decades , medical advancements have progressed exponentially and further enhancements are still constantly being made . This empowers doctors with advance medical knowledge ; doctors are able to diagnose and provide genetic testing for patients to help them prevent and take necessary steps to protect their life . However , once a test has been conducted and the results are known , the question of disclose disclosing the results her relatives become a becomes issue to both for and patients my doctors . In feel opinion , I strong a to support the obligation to inform patient relatives patients '","A 8 9|||Mec|||decades , medical|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||advancements|||REQUIRED|||-NONE-|||0; A 10 11|||SVA|||have|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||progressed|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||being made . This empowers|||REQUIRED|||-NONE-|||0; A 24 25|||Srun|||knowledge ; doctors|||REQUIRED|||-NONE-|||0; A 30 31|||Wci|||provide|||REQUIRED|||-NONE-|||0; A 46 47|||Mec|||life . However|||REQUIRED|||-NONE-|||0; A 58 59|||ArtOrDet|||known , the|||REQUIRED|||-NONE-|||0; A 61 61|||Prep|||whether to|||REQUIRED|||-NONE-|||0; A 61 62|||Vform|||disclose|||REQUIRED|||-NONE-|||0; A 65 68|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 69 70|||SVA|||becomes|||REQUIRED|||-NONE-|||0; A 73 74|||Prep|||for|||REQUIRED|||-NONE-|||0; A 75 76|||Nn|||patients|||REQUIRED|||-NONE-|||0; A 77 78|||Nn|||doctors . In|||REQUIRED|||-NONE-|||0; A 79 80|||Mec|||opinion , I|||REQUIRED|||-NONE-|||0; A 81 82|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 90 91|||Npos|||patients '|||REQUIRED|||-NONE-|||0"
"As it is a genetic risk,the patient next-of-skin might have a high chance of carrying the risk,hence the need to inform their relatives is important so that necessary prevention actions could be taken before unforeseen circumstances might occur.For example,if you are the only child in a family and unfortunately,you are suffering from a genetic disease that the genetic trait might be passed on to your next generation if you have a child,hence by letting your family members aware of the situation,it would lessen family stresses and suffering on forcing you to settle down and have children.However , social ethic issues like discrimination and privacy are biggest concerns and potential barriers to enforce patients or doctors to disclose information to patients relatives.It challenges the confidentiality and privacy principles.Currently , under the Health Insurance Portability and Accountability Act of 1996 ( HIPAA ) in the United States,there is no legal obligation requirement to disclose information to relatives,it is up to the patient 's wish to disclose to their family members.Early disclosement to family members brings in positive reaction and prevention,as in the case of Angelina Jolie,she chose to disclose information and underwent treatment to reduce the risk of breast cancer significantly to under five percent.I still can recall her reason for disclosing her own story was that she does not want to live under the shadow of cancer .","As it is a genetic risk , the patient next-of-kin will might have a high chance of carrying risk , hence the to relatives informing so that necessary prevention actions could the preventative taken can unforeseen circumstances might occur.For example,if are occur . For example , if child in a family and unfortunately,you your suffering from unfortunately , you suffer that the genetic trait might be on to your next generation if you have a child,hence by letting your family members child . By making situation,it would lessen family stresses and situation , this could stop your from stressing to down have pressuring , social ethic issues like discrimination children . However privacy are ethical biggest concerns and potential barriers to the enforce patients or doctors in forcing information to patients relatives.It challenges the confidentiality and relatives . It privacy , under the Health principles . Currently Portability and Accountability Act of 1996 ( HIPAA ) in the United States,there is no legal obligation States , there to disclose information relatives,it is up to the patient relatives , it wish to disclose to their members.Early to family members the information brings in members . Disclosing the information and prevention,as in on the case reactions Angelina prevention , as chose to disclose information and Jolie . She treatment to reduce the the risk of breast cancer significantly to under five percent.I still can recall her percent . I can still her own that story was that she does not want because live did the shadow of cancer .","A 5 6|||Mec|||risk , the|||REQUIRED|||-NONE-|||0; A 7 7|||Npos|||'s|||REQUIRED|||-NONE-|||0; A 7 8|||Wci|||next-of-kin|||REQUIRED|||-NONE-|||0; A 8 9|||Vm|||will|||REQUIRED|||-NONE-|||0; A 16 17|||Mec|||risk , hence|||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 19|||Rloc-||||||REQUIRED|||-NONE-|||0; A 19 20|||Pform||||||REQUIRED|||-NONE-|||0; A 19 20|||Prep||||||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||informing|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 27 27|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 28 29|||Wform|||preventative|||REQUIRED|||-NONE-|||0; A 30 31|||Vm|||can|||REQUIRED|||-NONE-|||0; A 36 37|||Rloc-||||||REQUIRED|||-NONE-|||0; A 37 38|||Mec|||occur . For|||REQUIRED|||-NONE-|||0; A 38 39|||Mec|||example , if|||REQUIRED|||-NONE-|||0; A 45 46|||ArtOrDet|||your|||REQUIRED|||-NONE-|||0; A 48 49|||Mec|||unfortunately , you|||REQUIRED|||-NONE-|||0; A 49 51|||Vform|||suffer|||REQUIRED|||-NONE-|||0; A 56 57|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 71 72|||Srun|||child .|||REQUIRED|||-NONE-|||0; A 72 73|||Mec|||By|||REQUIRED|||-NONE-|||0; A 73 74|||Wci|||making|||REQUIRED|||-NONE-|||0; A 80 81|||Pform|||situation , this|||REQUIRED|||-NONE-|||0; A 81 82|||Vm|||could|||REQUIRED|||-NONE-|||0; A 82 83|||Wci|||stop|||REQUIRED|||-NONE-|||0; A 83 83|||ArtOrDet|||your|||REQUIRED|||-NONE-|||0; A 84 85|||Vform|||from stressing|||REQUIRED|||-NONE-|||0; A 86 87|||Rloc-||||||REQUIRED|||-NONE-|||0; A 87 88|||Prep||||||REQUIRED|||-NONE-|||0; A 88 89|||Wci|||pressuring|||REQUIRED|||-NONE-|||0; A 95 96|||Mec|||children . However|||REQUIRED|||-NONE-|||0; A 98 98|||Trans|||and|||REQUIRED|||-NONE-|||0; A 98 99|||Wform|||ethical|||REQUIRED|||-NONE-|||0; A 105 105|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 110 111|||Prep|||in|||REQUIRED|||-NONE-|||0; A 111 112|||Wci|||forcing|||REQUIRED|||-NONE-|||0; A 120 120|||Npos|||'|||REQUIRED|||-NONE-|||0; A 120 121|||Mec|||relatives . It|||REQUIRED|||-NONE-|||0; A 122 123|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 126 127|||Mec|||principles . Currently|||REQUIRED|||-NONE-|||0; A 144 145|||Mec|||States , there|||REQUIRED|||-NONE-|||0; A 148 149|||Rloc-||||||REQUIRED|||-NONE-|||0; A 154 155|||Mec|||relatives , it|||REQUIRED|||-NONE-|||0; A 160 161|||Npos||||||REQUIRED|||-NONE-|||0; A 161 162|||Rloc-||||||REQUIRED|||-NONE-|||0; A 164 164|||Others|||the information|||REQUIRED|||-NONE-|||0; A 167 168|||WOinc|||members .|||REQUIRED|||-NONE-|||0; A 168 169|||Wci|||Disclosing the information|||REQUIRED|||-NONE-|||0; A 172 172|||WOinc|||early|||REQUIRED|||-NONE-|||0; A 172 172|||Prep|||on|||REQUIRED|||-NONE-|||0; A 173 174|||Prep||||||REQUIRED|||-NONE-|||0; A 175 176|||Nn|||reactions|||REQUIRED|||-NONE-|||0; A 177 178|||Mec|||prevention , as|||REQUIRED|||-NONE-|||0; A 183 184|||Srun|||Jolie . She|||REQUIRED|||-NONE-|||0; A 187 187|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 202 203|||Mec|||percent . I|||REQUIRED|||-NONE-|||0; A 203 205|||WOadv|||can still|||REQUIRED|||-NONE-|||0; A 206 206|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 214 215|||Trans|||because|||REQUIRED|||-NONE-|||0; A 216 217|||Vform|||did|||REQUIRED|||-NONE-|||0"
"However,there are still people against the decision of revealing private information.As in the case of Alzheimer patients,it is up to the patient 's own choice to disclose information.However,research has shown that doctors have tried to interpret who,how and whom will Alzheimer disease be disclosed to minimise potential negative impact to families members ( DementiaToday,2012 ) .There are associations provide helps to Alzheimer patients like Alzheimer 's Association ( Alzheimer 's Association,1980 ) .Although there are still thousand of genetic risk diseases out there that might not be receiving all helps and supports from everyone,the needs to receive immediate understanding and support from family members is an utmost help that patients need in their difficult time .","However,there are still people are who against the decision of information . In information.As in the case patients , it Alzheimer patients,it is up to patient choice to disclose information.However,research information . However , research has shown that doctors have tried to influence who , how and whom Alzheimer disease be will disclosed in order to minimise potential negative on to families members Dementia Today , 2012 ) . There .There are associations provide that help to Alzheimer patients like Alzheimer 's Association ( Alzheimer 's Association,1980 ) . However , there are still thousands of genetic risk diseases out there that may not be receiving helps help supports support everyone,the everyone . receive understanding Recieving support from family members is an utmost help very need helpful difficult for . during this","A 4 4|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 4 4|||V0|||are|||REQUIRED|||-NONE-|||0; A 10 11|||Trans|||information .|||REQUIRED|||-NONE-|||0; A 11 12|||Mec|||In|||REQUIRED|||-NONE-|||0; A 16 17|||Mec|||patients , it|||REQUIRED|||-NONE-|||0; A 22 23|||Npos||||||REQUIRED|||-NONE-|||0; A 23 25|||Rloc-||||||REQUIRED|||-NONE-|||0; A 27 27|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 27 28|||Mec|||information . However , research|||REQUIRED|||-NONE-|||0; A 35 36|||Wci|||influence|||REQUIRED|||-NONE-|||0; A 36 37|||Mec|||who , how|||REQUIRED|||-NONE-|||0; A 39 40|||WOinc||||||REQUIRED|||-NONE-|||0; A 42 42|||WOinc|||will|||REQUIRED|||-NONE-|||0; A 44 44|||Trans|||in order|||REQUIRED|||-NONE-|||0; A 49 50|||Prep|||on|||REQUIRED|||-NONE-|||0; A 53 56|||Mec|||Dementia Today , 2012 ) . There|||REQUIRED|||-NONE-|||0; A 58 58|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 59 60|||Vform|||help|||REQUIRED|||-NONE-|||0; A 72 73|||Wci|||. However ,|||REQUIRED|||-NONE-|||0; A 76 77|||Nn|||thousands|||REQUIRED|||-NONE-|||0; A 84 85|||Vm|||may|||REQUIRED|||-NONE-|||0; A 88 89|||Rloc-||||||REQUIRED|||-NONE-|||0; A 89 90|||Nn|||help|||REQUIRED|||-NONE-|||0; A 91 92|||Nn|||support|||REQUIRED|||-NONE-|||0; A 93 94|||Srun|||everyone .|||REQUIRED|||-NONE-|||0; A 94 95|||Rloc-||||||REQUIRED|||-NONE-|||0; A 95 96|||Prep||||||REQUIRED|||-NONE-|||0; A 96 97|||Vform|||Recieving|||REQUIRED|||-NONE-|||0; A 105 107|||Wci|||very|||REQUIRED|||-NONE-|||0; A 107 108|||Wform|||helpful|||REQUIRED|||-NONE-|||0; A 108 109|||Rloc-||||||REQUIRED|||-NONE-|||0; A 109 109|||Prep|||for|||REQUIRED|||-NONE-|||0; A 110 111|||Rloc-||||||REQUIRED|||-NONE-|||0; A 111 112|||Prep|||during|||REQUIRED|||-NONE-|||0; A 112 113|||Pform|||this|||REQUIRED|||-NONE-|||0"
