Before Statements,After Statements,Error Correction,Generated Statements
"I find that it is important to inform especially if it is contagious, the carrier could prevent the disease from spreading out to the society.",I find that it is important to inform especially if it is contagious . The carrier could prevent the disease from spreading out to society.,"[{'idx_src': [13, 14], 'idx_tgt': [13, 14], 'corr_type': 'Srun'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","I believe it is crucial to inform others, particularly if the condition is contagious, as the carrier can take steps to prevent the disease from spreading throughout the community."
For every action there is always pros and cons.,For every decision there are always pros and cons.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'SVA'}]",For every action there is always pros and cons.
I believe that some of the carriers will choose to not reveal their disease to the family members as they do not want to make their family members worry and feel uncomfortable or even feel ostracized by them.,I believe that some of the carriers will choose to not reveal their disease to the family members as they do not want to make their family members worry and feel uncomfortable or even feel ostracized by them.,[],I believe that some carriers will choose not to reveal their disease to their family members because they do not want to make their family members worry and feel uncomfortable or even feel ostracized by them.
"Furthermore, as it could incur spending a lots of money for the treatment, the carrier might not want to be the burden in her family.","Furthermore, as it could incur spending a lot of money for the treatment, the carrier might not want to be a burden in her family.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'ArtOrDet'}]","Furthermore, as it could incur a lot of money for the treatment, the carrier might not want to be a burden on her family."
I could understand the feeling of the carrier.,I could understand the feeling of the carrier.,[],I could understand the feelings of the carrier.
She or he does not want to be the source of unhappiness in thefamily.,She or he does not want to be the source of unhappiness in the family.,"[{'idx_src': [13], 'idx_tgt': [13, 14], 'corr_type': 'Mec'}]",She or he does not want to be the source of unhappiness in the family.
"However, we will never know whether this negative effects will happen when the carrier decide to tell his or her family of the his or her condition.","However, we will never know whether these negative effects will happen when the carrier decides to tell his or her family of his or her condition.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Pform'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'SVA'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","However, we will never know whether these negative effects will occur when the carrier decides to tell his or her family about their condition."
"In conclusion, personally I feel that it is better for the carrier to inform her family members about the issue.","In conclusion, personally I feel that it is better for the carrier to inform her family members about the issue.",[],"In conclusion, I personally feel that it is better for the carrier to inform her family members about the issue."
The carrier should be honest with his or her feeling and I find that it is the right of the family member to know what is going on to his or her life.,The carrier should be honest with his or her feeling and I find that it is the right of the family member to know what is going on in his or her life.,"[{'idx_src': [28], 'idx_tgt': [28], 'corr_type': 'Prep'}]","The carrier should be honest with their feelings, and I find that it is the right of the family members to know what is going on in their lives."
"If anything wrong happened to the carrier's life, without informing the family members it could make a huge regret in their life if she leaves without them knowing about it.","If anything wrong happened to the carrier's life, without informing the family members it could cause huge regret in their life if she leaves without them knowing about it.","[{'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","If anything were to happen to the carrier's life, without informing the family members, it could lead to a huge regret in their lives if she were to leave without them knowing about it."
"On top of that, it is better to think about solutions for her problem with the family members as there are more heads to think about it rather than thinking about it alone and struggling on your own.","On top of that, it is better to think about solutions for her problem with the family members as there are more heads to think about it rather than thinking about it alone and struggling on your own.",[],"On top of that, it's better to think about solutions for her problem with family members, as there are more heads to think about it rather than thinking about it alone and struggling on your own."
"In the end, I believe that the support in terms of mental or even monetary from your family could help the carrier to fight against the genetic disease.","In the end, I believe that the support in terms of mental or even monetary form from his or her family could help the carrier to fight against the genetic disease.","[{'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Wci'}, {'idx_src': [17], 'idx_tgt': [18, 19, 20], 'corr_type': 'Pform'}]","In the end, I believe that support in terms of mental or financial from one's family could help the carrier to fight against the genetic disease."
True enough that there are lots of cancer's patient who were given second choice to live as a normal person as they have a strong mental support from their loved one.,True enough there are lots of cancer patients who are given second chances to live as normal people as they have strong mental support from their loved ones.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Ssub'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [9], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [9], 'corr_type': 'Vt'}, {'idx_src': [14], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [17], 'corr_type': 'Nn'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [31], 'idx_tgt': [27], 'corr_type': 'Nn'}]","True enough, there are many cancer patients who are given a second chance to live a normal life as they have a strong mental support system from their loved ones."
"In my opinion, as long as we keep our mind healthy and strong, we can fight any disease as they come to us when we are fragile and weak.","In my opinion, as long as we keep our mind healthy and strong, we can fight any disease as they come to us even if we are fragile and weak.","[{'idx_src': [25], 'idx_tgt': [25, 26], 'corr_type': 'Ssub'}]","In my opinion, as long as we keep our minds healthy and strong, we can fight any disease that comes to us when we are fragile and weak."
"As the techonology has been advancing, it has reached a stage whereby the advancement triggers some ethical dilemmas in relation to the acutual use of the techonology.","As techonology has been advancing, it has reached a stage whereby the advancement triggers some ethical dilemmas in relation to the actual use of the techonology.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [23], 'idx_tgt': [22], 'corr_type': 'Mec'}]","As technology has been advancing, it has reached a stage where the advancement triggers some ethical dilemmas in relation to the actual use of the technology."
Genetic testing has been made possible- it has become easy to tell if one is a carrier of a known genetic risk through genetic testing.,Genetic testing has been made possible- it has become easy to tell if one is a carrier of a known genetic risk through genetic testing.,[],Genetic testing has been made possible; it has become easy to determine if one is a carrier of a known genetic risk through genetic testing.
"If used for a good purpose, it can prevent unnecessary unhappiness, however, it could also make situation worse by revealing who the carrier is, in the family.","If used for a good purpose, it can prevent unnecessary unhappiness, however, it could also make situations worse by revealing who the carrier is, in the family.","[{'idx_src': [19], 'idx_tgt': [19], 'corr_type': 'Nn'}]","If used for a good purpose, it can prevent unnecessary unhappiness; however, it could also make the situation worse by revealing who the carrier is within the family."
