source,target,annotation
"There may be some people who say that it is necessary to tell the family members about the risk since some of them may be affected , while I do think that this view has a point , how much you can trust your family regarding this issue may also be a case .","There may be some people who say that it is necessary to tell the family members about the risk since some of them may be affected , while I do think that this view has a point , how much you can trust your family regarding this issue may also be a case .",NONE
May be we can trust our immediate family members but can we really trust all the other relatives ?,May be we can trust our immediate family members but can we really trust all the other relatives ?,NONE
"Furthermore , since the genetic risk or genetic disease is a very personal case , it is up to the person 's call to tell the relatives about it .","Furthermore , since the genetic risk or genetic disease is a very personal case , it is up to the person 's call to tell the relatives about it .",NONE
"However , as I said earlier , it is better for the person to at least tell about the potential risk to his or her future partner since his genetic risk may affect his children later .","However , as I said earlier , it is better for the person to at least tell about the potential risk to his or her future partner since his genetic risk may affect his children later .",NONE
This information needs to be at least acknowledged by the other party before they make the decision to get married and have children .,This information needs to be at least acknowledged by the other party before they make the decision to get married and have children .,NONE
There may be possibilities when both the husband and wife are carriers and therefore they should not have any child since their child may not be able to survive even after they are born .,There may be possibilities when both the husband and wife are carriers and therefore they should not have any child since their child may not be able to survive after they are born .,A 29 30|||Trans||||||REQUIRED|||-NONE-|||0
"Or in a less extreme case , the child may be disabled .","Or in a less extreme case , the child may be disabled .",NONE
"This piece of information does play a role in family planning matters , therefore although no one is obliged to tell about their genetic risk to anyone , it should be encouraged to tell it to their future partner .","This piece of information does play a role in family planning matters , therefore although no one is obliged to tell about their genetic risk to anyone , it should be encouraged to disclose it to their future partner .",A 33 34|||Wci|||disclose|||REQUIRED|||-NONE-|||0
"In conclusion , whether or not the carrier wants to tell his relatives regarding his genetic risk , the choice is his because it is his own gene and he has the full right of it .","In conclusion , whether or not the carrier wants to tell his relatives regarding his genetic risk , the choice is his because it is his own gene and he has the full rights to it .",A 33 34|||Nn|||rights|||REQUIRED|||-NONE-|||0; A 34 35|||Prep|||to|||REQUIRED|||-NONE-|||0
"He may have different considerations other than due to the judging people or may result in making his family worry for nothing when thinking of whether he should tell it to his relatives , and no matter what choice he makes , we need to respect it and we have no right in saying that he must tell his relatives about it .","He may have different considerations such as disclosing to those who might judge or may result in making his family worry when thinking of whether he should tell it to his relatives , and no matter what choice he makes , we need to respect it and we have no right in saying that he must tell his relatives about it .",A 5 12|||Sfrag|||such as disclosing to those who might judge|||REQUIRED|||-NONE-|||0; A 14 16|||Wci||||||REQUIRED|||-NONE-|||0
We all know that life is priceless and we have no right to judge a person 's death .,We all know that life is priceless and we have no right to judge a person 's death .,NONE
"With the improvements of technology , a new life with genetic risk can be detected .","With the improvements of technology , a new life with genetic risk can be detected .",NONE
Genetic refers the chance of inheriting a disorder or disease .,Genetic risk to refers the chance of inheriting a disorder or disease .,A 1 1|||Wci|||risk|||REQUIRED|||-NONE-|||0; A 2 2|||Rloc-|||to|||REQUIRED|||-NONE-|||0
Therefore an entirely new dilemma is born : should a carrier of a known genetic risk be obligated to tell his or her relatives ?,Therefore an entirely new dilemma is born : should a carrier of a known genetic risk be obligated to tell his or her relatives ?,NONE
This essay will discuss the reasons why the relatives are obligated to be informed that their children have genetic risk .,This essay will discuss the reasons why the relatives need to be be informed that their children have genetic risk .,A 9 12|||Vm|||need to be|||REQUIRED|||-NONE-|||0
One of the reasons that the parents should be informed is that they have to decide whether they are capable to raise a child with genetic risk .,One of the reasons that the parents should be informed is that they have to decide whether they are capable to raise a child with genetic risk .,NONE
"The child with genetic risk may not have the ability to work , to build up the family with the others and most of the time they are not acceptable for the majority .","The child with genetic risk may not have the ability to work , to have the a with others of the time they are not acceptable for the majority accepted by",A 14 16|||Wci|||have|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 18 19|||Prep||||||REQUIRED|||-NONE-|||0; A 19 21|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 29 30|||Wform|||accepted|||REQUIRED|||-NONE-|||0; A 30 31|||Prep|||by|||REQUIRED|||-NONE-|||0
They may not able to enjoy a normal people can enjoy .,They may not be to enjoy the normal life can enjoy .,A 3 4|||V0|||be|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 8 8|||Others|||life|||REQUIRED|||-NONE-|||0; A 9 10|||Vm||||||REQUIRED|||-NONE-|||0
This competitive world is cruel to those are not able to survive .,This competitive world is cruel to those are not able to survive .,NONE
Parents and relatives have to work longer than expected and endlessly to foster their child if he/she is not able to foster himself/herself .,Parents and relatives have to work longer than expected and endlessly to foster their child if he/she is not able to care for himself/herself .,A 21 22|||Wci|||care for|||REQUIRED|||-NONE-|||0
"The situation may become worst if the child has diseases like cancer or heart disease , which means that parents have another heavy baggage named medication fees .","The situation may become worse if the child has diseases like cancer or heart disease , which means that parents have another heavy baggage named medication fees .",A 4 5|||Wform|||worse|||REQUIRED|||-NONE-|||0; A 24 24|||Mec|||:|||REQUIRED|||-NONE-|||0; A 24 25|||Rloc-||||||REQUIRED|||-NONE-|||0
Not only the child but also the entirely family will suffer .,Not only the child but also the entirely family will suffer .,NONE
It is still early for parents to decide whether they can foster a new life that are not able to work and may suffer the pain in the entire life .,It is still early for parents to decide whether they can foster a new life that is not able to work and may suffer pain in throughout his life .,A 16 17|||SVA|||is|||REQUIRED|||-NONE-|||0; A 24 25|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 26 27|||Prep|||throughout|||REQUIRED|||-NONE-|||0; A 27 28|||Pref|||his|||REQUIRED|||-NONE-|||0
The other reason that parents should know the baby they have is a carrier of genetic risk is for a nation 's good .,The other reason that parents should know the baby they have is a carrier of genetic risk is for a nation 's good .,NONE
There are always newspaper report that a new born baby has be abandoned at hospital after they realized the baby have diseases that need a huge amount of money to secure .,There are always newspaper reports that a new born baby has be abandoned at hospital after they realized the baby had diseases that need a huge amount of money to secure .,A 4 5|||Nn|||reports|||REQUIRED|||-NONE-|||0; A 20 21|||Vt|||had|||REQUIRED|||-NONE-|||0
"For the countries like Singapore , they are short of manpower to contribute to the nation .","For countries like Singapore , , this is a problem because they are short of manpower to contribute to the nation .","A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 5|||Sfrag|||, this is a problem because|||REQUIRED|||-NONE-|||0"
"However , every year the government has to spend a lot to help the disables such as medical subsidizes and builds up special schools to educate them .","However , every year the government has to spend a lot to help the disabled such as medical subsidizes and building special schools to educate them .",A 14 15|||Wform|||disabled|||REQUIRED|||-NONE-|||0; A 20 21|||Vform|||building|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Without increasing number of disables in a nation , the government is able to concentrate to develop in other ways like military and education .","Without increasing numbers of disabled people in a nation , the government is able to concentrate to develop in other areas like the military and education .",A 2 3|||Nn|||numbers|||REQUIRED|||-NONE-|||0; A 4 5|||Wform|||disabled people|||REQUIRED|||-NONE-|||0; A 19 20|||Wci|||areas|||REQUIRED|||-NONE-|||0; A 21 21|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
