source,target,annotation
"As the techonology has been advancing , it has reached a stage whereby the advancement triggers some ethical dilemmas in relation to the acutual use of the techonology .",it has reached a stage whereby the Technology triggers some ethical dilemmas in relation to the acutual use of,A 0 7|||Others||||||REQUIRED|||-NONE-|||0; A 7 8|||Pref|||Technology|||REQUIRED|||-NONE-|||0; A 19 28|||Others||||||REQUIRED|||-NONE-|||0
Genetic testing has been made possible- it has become easy to tell if one is a carrier of a known genetic risk through genetic testing .,Itt has become easy to tell if one is a carrier of a known genetic risk through genetic testing .,A 0 7|||Others|||Itt|||REQUIRED|||-NONE-|||0
"If used for a good purpose , it can prevent unnecessary unhappiness , however , it could also make situation worse by revealing who the carrier is , in the family .","If used for a good purpose , it can prevent unnecessary unhappiness . However , it could also make situation the worse by revealing who the carrier is in the family .",A 12 14|||Srun|||. However|||REQUIRED|||-NONE-|||0; A 19 19|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 27 28|||Mec||||||REQUIRED|||-NONE-|||0
The question given is whether a carrier of a known genetic risk should be obligated to tell his or her relatives and I think that the carrier should not be obligated to do so because I belive that he or she has right not to know .,"The question given is whether a carrier of a known genetic risk should be obligated to tell his or her relatives , and I think that the carrier should not be obligated to do so because believe belive that he or she has right not tell know .","A 21 21|||Mec|||,|||REQUIRED|||-NONE-|||0; A 36 37|||Mec|||believe|||REQUIRED|||-NONE-|||0; A 45 46|||Wci|||tell|||REQUIRED|||-NONE-|||0"
"Firstly , genetic testing is not something that is compulsory .","Firstly , genetic testing is not something that is compulsory .",NONE
"Of course , some people may do it to make their futures slightly happier , however , the carrier , before the testing , can choose not to go for the test and simply live with unknowns and accept the facts .","Of course , some people may do it to make their future slightly happier . However , the carrier , before the testing , can choose not to go for the test and , simply live with unknowns and accept the consequences .","A 11 12|||Nn|||future|||REQUIRED|||-NONE-|||0; A 14 16|||Srun|||. However|||REQUIRED|||-NONE-|||0; A 32 32|||Mec|||,|||REQUIRED|||-NONE-|||0; A 40 41|||Wci|||consequences|||REQUIRED|||-NONE-|||0"
"If he chooses to live in the uncertainty that the gene holds and willing to accept it , he could do that , and it has been something that is 'normal ' to everyone in the past as gentic testing was not possible .","If he or she chooses to with in the of what their genes hold it , he could do that , or she and it — something that was ' to everyone was the past as gentic testing was not , possible .","A 2 2|||Pref|||or she|||REQUIRED|||-NONE-|||0; A 5 6|||Prep|||with|||REQUIRED|||-NONE-|||0; A 8 9|||Prep|||of what|||REQUIRED|||-NONE-|||0; A 9 10|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||genes|||REQUIRED|||-NONE-|||0; A 11 12|||SVA|||hold|||REQUIRED|||-NONE-|||0; A 12 17|||Others||||||REQUIRED|||-NONE-|||0; A 19 19|||Pref|||or she|||REQUIRED|||-NONE-|||0; A 22 24|||Trans|||—|||REQUIRED|||-NONE-|||0; A 25 27|||Vt|||was|||REQUIRED|||-NONE-|||0; A 29 30|||Vt|||was|||REQUIRED|||-NONE-|||0; A 37 37|||Mec|||,|||REQUIRED|||-NONE-|||0"
It could rather be better for him or her this way .,It could be better for him or her this way .,A 2 3|||Rloc-||||||REQUIRED|||-NONE-|||0
Some people might say that it is a form of prevention of giving birth to disabled lives and making them suffer in real-life .,Some people might say that it is a form of prevention of giving birth to disabled lives and making them suffer .,A 21 23|||Rloc-||||||REQUIRED|||-NONE-|||0
"I personally think this ist he right purpose of going through the genetic testing , so that a family who can not afford to have a disabled kid do not have to give birth to their child and make the entire family suffer .","I personally think this is the right purpose of going through the genetic testing , so that a family who can not afford to have a disabled kid child not have to give birth to their one , make the entire family suffer .","A 4 6|||Mec|||is the|||REQUIRED|||-NONE-|||0; A 27 28|||Wtone|||child|||REQUIRED|||-NONE-|||0; A 35 37|||Pref|||one ,|||REQUIRED|||-NONE-|||0"
"However , I belive that the carrier has right not to obligate to tell anyone but has responsibility to take an action to prevent any ethical dilemma .","However , I belive that the carrier has the right obligate to tell anyone but , has a responsibility to an action to prevent any ethical dilemmas .","A 8 8|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 10 12|||Rloc-||||||REQUIRED|||-NONE-|||0; A 15 15|||Mec|||,|||REQUIRED|||-NONE-|||0; A 17 17|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 20 21|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 26 27|||Nn|||dilemmas|||REQUIRED|||-NONE-|||0"
If the result turned out something that the carrier can not accept then it would have been better not knowing the truth .,"If the result turns to be something that the carrier can not accept , then it would have been better not knowing the truth .","A 3 4|||Vt|||turns|||REQUIRED|||-NONE-|||0; A 4 5|||V0|||to be|||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0"
I belive that even the carrier has the right not to know the true fact .,I belive that even the carrier has the right not to know the truth .,A 13 15|||Pref|||truth|||REQUIRED|||-NONE-|||0
"After realizing the he or she is tshe carrier , the emotional damage would be hard to bear .","After realizing the he or she is the carrier , the emotional damage would be hard to bear .",A 7 8|||Mec|||the|||REQUIRED|||-NONE-|||0
It could possibly causes a problem in a family due to the fact and creates more unhappiness int the family .,It could possibly cause a problem due to the unhappiness int the family . create in,A 3 4|||Vform|||cause|||REQUIRED|||-NONE-|||0; A 6 9|||Rloc-||||||REQUIRED|||-NONE-|||0; A 9 13|||Rloc-||||||REQUIRED|||-NONE-|||0; A 14 15|||Vform|||create|||REQUIRED|||-NONE-|||0; A 17 18|||Mec|||in|||REQUIRED|||-NONE-|||0
"Overall , I belive that it entirely depends on the carrier to share the hard facts and face it with relatives but he has no obligation to tell still .","Overall , I believe that it entirely depends on the carrier to share the hard facts , and them it with , relatives or she but he has no to tell still .","A 3 4|||Mec|||believe|||REQUIRED|||-NONE-|||0; A 16 16|||Mec|||,|||REQUIRED|||-NONE-|||0; A 18 19|||Pref|||them|||REQUIRED|||-NONE-|||0; A 21 21|||Mec|||,|||REQUIRED|||-NONE-|||0; A 23 23|||Pref|||or she|||REQUIRED|||-NONE-|||0; A 28 29|||Rloc-||||||REQUIRED|||-NONE-|||0"
"In fact , I strongly think that the carrier should weigh both the positive and negative consequences of taking the genetic testing and tak an appropriate action to the results .","In fact , I strongly think that the carrier should weigh both the positive and negative consequences of taking the genetic tests and take appropriate action to on the results .","A 21 22|||Wform|||tests|||REQUIRED|||-NONE-|||0; A 23 24|||Mec|||take|||REQUIRED|||-NONE-|||0; A 24 25|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 27 27|||Others|||, based|||REQUIRED|||-NONE-|||0; A 27 28|||Prep|||on|||REQUIRED|||-NONE-|||0"
The emotional depression that the carrier might get and the sense of guilty can be more than expected and could be a burden in mind for the rest of the life .,"The emotional depression that the carrier might get and the sense of guilt can be more than expected , and could be a burden their in mind for the their of the life .","A 12 13|||Wform|||guilt|||REQUIRED|||-NONE-|||0; A 18 18|||Mec|||,|||REQUIRED|||-NONE-|||0; A 24 24|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 29 30|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0"
"On the other hand , without knowing any genetic disorder and accepting the fact , the family will stay positive and work together to overcome the diability .","On the other hand , without knowing about any disorders fact , the family will stay positive and work together to overcome the diability .",A 7 7|||Prep|||about|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||disorders|||REQUIRED|||-NONE-|||0; A 10 14|||Um||||||REQUIRED|||-NONE-|||0
"I think the family will stay mentally healty as it is , without having emtional stress .","I think the family will stay mentally healty as it is , without emtional the emotional .",A 13 14|||Rloc-||||||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet|||the emotional|||REQUIRED|||-NONE-|||0
"Debates have been around for years , that should a carrier for a known genetic risk be obligated to inform his or her relatives .",Debates that should a carrier for a known genetic whether risk be obligated to inform his should or her relatives . have been around for years,A 1 7|||WOinc||||||REQUIRED|||-NONE-|||0; A 8 8|||V0|||ask|||REQUIRED|||-NONE-|||0; A 8 9|||WOinc||||||REQUIRED|||-NONE-|||0; A 9 9|||Trans|||whether|||REQUIRED|||-NONE-|||0; A 16 16|||WOinc|||should|||REQUIRED|||-NONE-|||0; A 24 24|||WOinc|||have been around for years|||REQUIRED|||-NONE-|||0
"Any individual at risk for a disorder has the right to undergo genetic testing , but whether the results should be informed to others , especially close family or relatives , is the topic that worth discussing .","Any individual at risk of a disorder has the right to undergo genetic testing , but whether the results should be made known to others , especially close family or relatives , is a topic that is worth discussing .",A 4 5|||Prep|||of|||REQUIRED|||-NONE-|||0; A 21 22|||Wci|||made known|||REQUIRED|||-NONE-|||0; A 32 33|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 35 35|||V0|||is|||REQUIRED|||-NONE-|||0
This is an issue need to be addressed as family-related ethical dilemma is involved .,"This is an issue needs need to be , addressed as dilemmas are dilemma is involved .","A 4 4|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 4 5|||SVA|||needs|||REQUIRED|||-NONE-|||0; A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0; A 11 12|||Nn|||dilemmas|||REQUIRED|||-NONE-|||0; A 12 13|||SVA|||are|||REQUIRED|||-NONE-|||0"
"In this essay , few arguments will be pointed out in the support of view for any carrier of that known genetic risk to tell his or her relatives .","In this essay , a arguments will be pointed out that support of for the that carrier of that known genetic risk to tell his or her relatives .",A 4 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 10 11|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 14|||Prep||||||REQUIRED|||-NONE-|||0; A 14 14|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 15 16|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 23 23|||Vm|||should|||REQUIRED|||-NONE-|||0; A 23 24|||Prep||||||REQUIRED|||-NONE-|||0
"When we were born , we were surrounded by our family and relatives , with them welcoming us to this new world .","When we were born we were surrounded by our family and relatives , with them welcoming us to this new world .",A 4 5|||Mec||||||REQUIRED|||-NONE-|||0
"We were crying hard but we are not alone , it 's our family and relatives that grow us up .",We were crying hard but we were not alone ; it our was family and relatives that raised us .,A 6 7|||Vt|||were|||REQUIRED|||-NONE-|||0; A 9 10|||Srun|||;|||REQUIRED|||-NONE-|||0; A 11 12|||Wtone||||||REQUIRED|||-NONE-|||0; A 12 12|||Vt|||was|||REQUIRED|||-NONE-|||0; A 17 18|||Wci|||raised|||REQUIRED|||-NONE-|||0; A 19 20|||Rloc-||||||REQUIRED|||-NONE-|||0
"Hence , they should be the people be grateful for and the people we would like to share the joy together .","Hence , they should be the people are be grateful for and the people we would like to our the with together .",A 7 7|||Pref|||we|||REQUIRED|||-NONE-|||0; A 7 8|||Vform|||are|||REQUIRED|||-NONE-|||0; A 18 19|||ArtOrDet|||our|||REQUIRED|||-NONE-|||0; A 20 21|||Prep|||with|||REQUIRED|||-NONE-|||0
"However , in the case pertaining to any health issue or to the extent of serious disorder , it may seems no point of sharing but this involves more than just sharing of bad news .","However , in the case pertaining to any health issues , to the extent of serious disorder , it may seems seem pointless sharing to share , involves more than just sharing of the bad news .","A 9 10|||Nn|||issues ,|||REQUIRED|||-NONE-|||0; A 10 11|||Trans||||||REQUIRED|||-NONE-|||0; A 20 21|||SVA|||seem|||REQUIRED|||-NONE-|||0; A 21 23|||Wci|||pointless|||REQUIRED|||-NONE-|||0; A 23 24|||Prep|||to|||REQUIRED|||-NONE-|||0; A 24 25|||Vform|||share ,|||REQUIRED|||-NONE-|||0; A 31 31|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0"
"One definitely has the right to disclose his or her health issues to anyone , but it 's also one 's responsibility to inform the family and close relatives .","One definitely has the right to disclose one 's health issues to anyone , but it 's also is 's responsibility to inform the family close relatives .",A 7 10|||ArtOrDet|||one 's|||REQUIRED|||-NONE-|||0; A 17 18|||Wtone|||is|||REQUIRED|||-NONE-|||0; A 24 25|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"As the case of health issue is related to genetic risk , with keyword on "" genetic "" which highlights the risk of passing down the disorder to the next generation .","In the case of health issues related to genetic risk , with the word genetic "" which highlights risk of passing down the disorder to the next generation .",A 0 1|||Prep|||In|||REQUIRED|||-NONE-|||0; A 5 6|||Nn|||issues|||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||word|||REQUIRED|||-NONE-|||0; A 14 15|||Prep||||||REQUIRED|||-NONE-|||0; A 18 19|||Ssub||||||REQUIRED|||-NONE-|||0
"Therefore , I would agree to that it 's obligated for a carrier of known genetic risk to tell his or her relatives to avoid any family-related ethical dilemma that could be raise up in the future .","Therefore , I would agree that it 's for should be carrier of known genetic a risk to tell his or her relatives to , avoid any family-related ethical dilemmas that could raise arise the future .","A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 8 9|||Wtone||||||REQUIRED|||-NONE-|||0; A 9 10|||Vm|||should be|||REQUIRED|||-NONE-|||0; A 14 14|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 23 23|||Mec|||,|||REQUIRED|||-NONE-|||0; A 28 29|||Nn|||dilemmas|||REQUIRED|||-NONE-|||0; A 31 32|||Vform||||||REQUIRED|||-NONE-|||0; A 32 33|||Wci|||arise|||REQUIRED|||-NONE-|||0; A 33 34|||Prep||||||REQUIRED|||-NONE-|||0"
