Before Statements,After Statements,Error Correction
"However,there are still people against the decision of revealing private information.As in the case of Alzheimer patients,it is up to the patient's own choice to disclose information.However,research has shown that doctors have tried to interpret who,how and whom will Alzheimer disease be disclosed to minimise potential negative impact to families members(DementiaToday,2012). .There are associations provide helps to Alzheimer patients like Alzheimer's Association(Alzheimer's Association,1980). .Although there are still thousand of genetic risk diseases out there that might not be receiving all helps and supports from everyone,the needs to receive immediate understanding and support from family members is an utmost help that patients need in their difficult time.","However, there are still people who are the decision of revealing private information. As in the case of Alzheimer's patients, it is up to the patient to disclose the information. However, research has shown that doctors have tried to interpret who,how and to whom should Alzheimer's disease be disclosed to minimise potential negative impact to family members(DementiaToday, 2012). There are associations which provide help to Alzheimer's patients, such as Alzheimer's Association(Alzheimer's Association, 1980). Although there are still thousands of genetic risk diseases out there that might not receive help and support from everyone, the need to receive immediate understanding and support from family members is a great help that patients need in their difficult time.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2], 'corr_type': 'Mec'}, {'idx_src': [4], 'idx_tgt': [6, 7], 'corr_type': 'V0'}, {'idx_src': [10], 'idx_tgt': [13, 14, 15], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Npos'}, {'idx_src': [16], 'idx_tgt': [22, 23, 24], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [23, 24], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [27], 'idx_tgt': [32, 33, 34, 35, 36, 37], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [48], 'corr_type': 'Prep'}, {'idx_src': [39], 'idx_tgt': [50], 'corr_type': 'Vm'}, {'idx_src': [], 'idx_tgt': [52], 'corr_type': 'Npos'}, {'idx_src': [50], 'idx_tgt': [62], 'corr_type': 'Nn'}, {'idx_src': [53], 'idx_tgt': [65, 66, 67], 'corr_type': 'Mec'}, {'idx_src': [55], 'idx_tgt': [69, 70], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [73], 'corr_type': 'ArtOrDet'}, {'idx_src': [59], 'idx_tgt': [75], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [78], 'corr_type': 'Npos'}, {'idx_src': [], 'idx_tgt': [80], 'corr_type': 'Mec'}, {'idx_src': [63], 'idx_tgt': [81, 82], 'corr_type': 'Trans'}, {'idx_src': [70, 71, 72], 'idx_tgt': [89, 90, 91, 92, 93, 94], 'corr_type': 'Mec'}, {'idx_src': [76], 'idx_tgt': [98], 'corr_type': 'Wform'}, {'idx_src': [86], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [87], 'idx_tgt': [108], 'corr_type': 'Vform'}, {'idx_src': [88], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [89], 'idx_tgt': [109], 'corr_type': 'Nn'}, {'idx_src': [91], 'idx_tgt': [111], 'corr_type': 'Nn'}, {'idx_src': [93], 'idx_tgt': [113, 114, 115], 'corr_type': 'Mec'}, {'idx_src': [94], 'idx_tgt': [116], 'corr_type': 'Nn'}, {'idx_src': [105], 'idx_tgt': [127], 'corr_type': 'ArtOrDet'}, {'idx_src': [106], 'idx_tgt': [128], 'corr_type': 'Wci'}]"
"In conclusion,the state should have passed a legal bill to measure and provide information to doctors that till which extend should a doctor opt to reveal to relatives members about the genetic disease and in which situations it is open to patient's decision.In addition,the state could also encourage to create assistance schemes to aid necessary help to needy patients to encourage them to open up for the benefit of own and family members.Although it may face challenges from social ethic issues,in a long term,with appropriate encouragement and aid from the government,more individuals would have a different view of acceptance and take appropriate measurements to protect their own health and their loved ones.","In conclusion, the state should have passed a legal bill to measure and provide information to doctors that till which extend to whether a doctor should opt to reveal to family members the genetic disease, and in which situations it should be left to the choice. In addition, the state could also encourage the creation of assistance schemes to provide the necessary help to needy patients to encourage them to open up for the benefit of themselves and their members. Although it may face challenges because of social ethics issues, in the long term, with appropriate encouragement and aid from the government, more individuals would have a different view of acceptance and take appropriate measurements to protect their own health and that of their loved ones.","[{'idx_src': [1], 'idx_tgt': [1, 2, 3], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [22, 23], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Vm'}, {'idx_src': [27], 'idx_tgt': [31], 'corr_type': 'Wci'}, {'idx_src': [29], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [36], 'corr_type': 'Mec'}, {'idx_src': [38], 'idx_tgt': [42, 43], 'corr_type': 'Vm'}, {'idx_src': [39], 'idx_tgt': [44], 'corr_type': 'Wci'}, {'idx_src': [41, 42], 'idx_tgt': [46], 'corr_type': 'ArtOrDet'}, {'idx_src': [43], 'idx_tgt': [47, 48, 49], 'corr_type': 'Wci'}, {'idx_src': [44], 'idx_tgt': [50, 51, 52], 'corr_type': 'Mec'}, {'idx_src': [49], 'idx_tgt': [57], 'corr_type': 'ArtOrDet'}, {'idx_src': [50], 'idx_tgt': [58], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [59], 'corr_type': 'Prep'}, {'idx_src': [54], 'idx_tgt': [63], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [64], 'corr_type': 'ArtOrDet'}, {'idx_src': [70], 'idx_tgt': [80], 'corr_type': 'Pref'}, {'idx_src': [72], 'idx_tgt': [82], 'corr_type': 'Pref'}, {'idx_src': [73], 'idx_tgt': [83, 84, 85], 'corr_type': 'Mec'}, {'idx_src': [78], 'idx_tgt': [90, 91], 'corr_type': 'Trans'}, {'idx_src': [80], 'idx_tgt': [93], 'corr_type': 'Nn'}, {'idx_src': [81], 'idx_tgt': [94, 95, 96], 'corr_type': 'Mec'}, {'idx_src': [82], 'idx_tgt': [97], 'corr_type': 'ArtOrDet'}, {'idx_src': [84], 'idx_tgt': [99, 100, 101], 'corr_type': 'Mec'}, {'idx_src': [91], 'idx_tgt': [108, 109, 110], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [129, 130], 'corr_type': 'Prep'}]"
"Nowadays, the study in the genetic field has gone further and further due to the high-velocity technological advancement.","Nowadays, research in the genetic field has gone further and further due to rapid technological advancements.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [14], 'corr_type': 'Wci'}, {'idx_src': [18], 'idx_tgt': [16], 'corr_type': 'Nn'}]"
"Not long ago, the human genome project sponsored by several large multinational corporations(MNCs) has been started.","Not long ago, the human genome projects, sponsored by several large multinational corporations(MNCs) was started.","[{'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Mec'}, {'idx_src': [17, 18], 'idx_tgt': [18], 'corr_type': 'Vform'}]"
"In comparison, in the field of genetic testing which enables people to be aware of the risk of a possible genetic disorder, as the technology has been very mature already, an even more popular topic arises.","In comparison, in the field of genetic testing, which enables people to be aware of the risk of a possible genetic disorder, as the technology has become very sophisticated already, an even more popular topic arises.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Mec'}, {'idx_src': [28], 'idx_tgt': [29], 'corr_type': 'Wci'}, {'idx_src': [30], 'idx_tgt': [31], 'corr_type': 'Wci'}]"
"While most people agree that each individual has his own right to decide whether to undergo a genetic test or not, they have different stands in whether it is the patient's responsibility or freedom to share the result with his or her relatives.","While most people agree that each individual has their own right to decide whether to undergo genetic testing or not, they have different opinions about whether it is the patient's responsibility or choice to share the result with their relatives.","[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Pref'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Wform'}, {'idx_src': [25], 'idx_tgt': [24], 'corr_type': 'Wci'}, {'idx_src': [26], 'idx_tgt': [25], 'corr_type': 'Prep'}, {'idx_src': [35], 'idx_tgt': [34], 'corr_type': 'Wci'}, {'idx_src': [41, 42, 43], 'idx_tgt': [40], 'corr_type': 'Pref'}]"
"In my opinion, the patients, which are carriers of some known genetic risk are supposed to share the truth with their family members.","In my opinion, the patients, who are carriers of some known genetic risk, are supposed to share the truth with their family members.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Mec'}]"
"Admittedly, it is a social obligation to be responsible for the life of other people.","Admittedly, it is a social obligation to be responsible for the lives of other people.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Nn'}]"
"To the whole society, it is a duty.","For the whole society, it is a duty.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Prep'}]"
"Take H1N1 as an example, all the people in Singapore including students at school, travelers at the Changi Airport, workers in the office as well as passengers on the street are forced by law to take their temperature and report the result to the relevant government authority in charge.","Take H1N1 as an example. All the people in Singapore, including students at school, travelers at Changi Airport, workers in the office, as well as passengers on the street, are forced by law to take their temperature and report the result to the relevant government authority in charge.","[{'idx_src': [5, 6], 'idx_tgt': [5, 6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'Mec'}]"
"To those family members who care about them, it is also a moral obligation.","To the family members who care about them, it is also a moral obligation.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'ArtOrDet'}]"
How can they not tell their loved ones who they really are and get their loved ones in danger?,How can they not tell their loved ones who they really are and put their loved ones in danger?,"[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Wci'}]"
The basis of a family is that everyone trusts and love each other with no doubts.,The basis of a family is that everyone trusts and loves each other with no reservations.,"[{'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'SVA'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Wci'}]"
"Without trust and love, there is no difference between a family and a bunch of strangers living together.","Without trust and love, there is no difference between a family and a group of strangers living together.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wtone'}]"
"Hence, it is essential to tell their family members about the risk of their genetic disorder both as a social responsibility and a favor to conserve the family basis.","Hence, it is essential to tell family members about the risk of the genetic disorder, both as a social responsibility and a favor to protect the family.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'Mec'}, {'idx_src': [26], 'idx_tgt': [26], 'corr_type': 'Wci'}, {'idx_src': [29], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Moreover, telling their family members the truth is the fastest and easiest way to get their support.","Moreover, telling your family members the truth is the fastest and easiest way to get their support.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Pref'}]"
"Without the support of loved ones, patients 'life is no better than death.","Without the support of loved ones, patients 'lives are no better than death.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'SVA'}]"
"Family members, as one the closest group of people from whom they can get comfort, is a crucial factor for them to successfully get over any possible troubles as a result of genetic disorder.","Family, as one the closest groups of people from whom they can get comfort, is a crucial factor for them to successfully get over any possible troubles as a result of their genetic disorder.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [33], 'corr_type': 'ArtOrDet'}]"
A study of New York University in 2010 shown that patients with family members around generally recovers 2-4 days faster than those taken care by professional nurses.,A study by New York University in 2010 showed that patients with family members present generally recovered 2-4 days faster than those taken care of by professional nurses.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vt'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Wci'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [24], 'corr_type': 'Prep'}]"
"Even for those patients with terminal diseases, the duration of their survival is 30% longer due to the family support.","Even for patients with terminal diseases, the increase in their survival is 30% longer due to their family's support.","[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Npos'}]"
Some people may say that telling the truth may arise some unnecessary doubts and panics which will endanger the family harmony.,Some people might say that telling the truth could raise some unnecessary doubts and panic which will endanger the family's harmony.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vm'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vm'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Npos'}]"
"While every family need to go through this or that kind of troublesome situations, the more troubles that a family has gone through together, the greater bond will be established between the family members as well as the greater amount of trust, love and understanding.","While every family needs to go through this or that kind of troublesome situation, the more troubles that a family has gone through together, the greater the bond that will be established between the family members as well as a greater amount of trust, love and understanding.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [28], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'ArtOrDet'}, {'idx_src': [39], 'idx_tgt': [41], 'corr_type': 'ArtOrDet'}]"
"Hence, for a family in which every member is truly believing in each other and loving each other, ,all these troubles are just testaments to make them stronger.","Hence, for a family in which every member is truly believes in each other and loves each other, all these troubles are just trials to make them stronger.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Vform'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Vform'}, {'idx_src': [19], 'idx_tgt': [19, 20], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [25], 'corr_type': 'Wci'}]"
"Just as the lyrics of Kelly Clarkson, what doesn't kill you make you stronger.","Just as in the lyrics of Kelly Clarkson, what doesn't kill you makes you stronger.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'SVA'}]"
"Being in Asian society where genetic testing is not a common practice, I do think that it is the choice of the patient whether he or she wants to tell his or her relatives about his or her disease.","Living in an Asian society where genetic testing is not a common practice, I do think that it should be the patient's choice whether they want to tell their relatives about their disease.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [19, 20], 'corr_type': 'Vm'}, {'idx_src': [20, 21, 22, 23], 'idx_tgt': [22, 23, 24], 'corr_type': 'Npos'}, {'idx_src': [25, 26, 27], 'idx_tgt': [26], 'corr_type': 'Pref'}, {'idx_src': [28], 'idx_tgt': [27], 'corr_type': 'SVA'}, {'idx_src': [31, 32, 33], 'idx_tgt': [30], 'corr_type': 'Pref'}, {'idx_src': [36, 37, 38], 'idx_tgt': [33], 'corr_type': 'Pref'}]"
