Before Statements,After Statements,Error Correction
"Family members, as one the closest group of people from whom they can get comfort, is a crucial factor for them to successfully get over any possible troubles as a result of genetic disorder.","Family members, as one the closest groups of people from whom they can get comfort, is a crucial factor in successfully getting over any possible troubles as a result of genetic disorder.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Prep'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [25], 'idx_tgt': [23], 'corr_type': 'Vform'}]"
A study of New York University in 2010 shown that patients with family members around generally recovers 2-4 days faster than those taken care by professional nurses.,A study by New York University in 2010 showed that patients with family members around generally recover 2-4 days faster than those taken of by professional nurses.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Vt'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'SVA'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Prep'}]"
"Even for those patients with terminal diseases, the duration of their survival is 30% longer due to the family support.","Even for those patients with terminal diseases, the duration of their survival is 30% longer due to the family support.",[]
Some people may say that telling the truth may arise some unnecessary doubts and panics which will endanger the family harmony.,"Some people may say that telling the truth may raise some unnecessary doubts and panics, which will endanger the family harmony.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Mec'}]"
"While every family need to go through this or that kind of troublesome situations, the more troubles that a family has gone through together, the greater bond will be established between the family members as well as the greater amount of trust, love and understanding.","While every family needs to go through these kinds of troublesome situation, the more troubles that a family has gone through together, the greater the bond established between the family members will be, as well as a greater amount of trust, love and understanding.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [7, 8, 9], 'idx_tgt': [7], 'corr_type': 'Pref'}, {'idx_src': [10], 'idx_tgt': [8], 'corr_type': 'Nn'}, {'idx_src': [13], 'idx_tgt': [11], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'ArtOrDet'}, {'idx_src': [29, 30], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [33, 34, 35], 'corr_type': 'WOinc'}, {'idx_src': [39], 'idx_tgt': [39], 'corr_type': 'ArtOrDet'}]"
"Hence, for a family in which every member is truly believing in each other and loving each other, ,all these troubles are just testaments to make them stronger.","Hence, for a family in which every member truly believes in each other and loves each other, all these troubles are just trials to make them stronger.","[{'idx_src': [9, 10, 11], 'idx_tgt': [9, 10], 'corr_type': 'Vform'}, {'idx_src': [16], 'idx_tgt': [15], 'corr_type': 'Vform'}, {'idx_src': [19], 'idx_tgt': [18, 19], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Others'}]"
"Just as the lyrics of Kelly Clarkson, what doesn't kill you make you stronger.","Just as in the lyrics of Kelly Clarkson, what doesn't kill you makes you stronger.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'SVA'}]"
"Being in Asian society where genetic testing is not a common practice, I do think that it is the choice of the patient whether he or she wants to tell his or her relatives about his or her disease.","Being in an Asian society where genetic testing is not a common practice, I do think that it is the choice of the patient whether he or she wants to tell his or her relatives about his or her disease.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}]"
The courage to take the genetic testing and yet to inform their relatives about the risk that they may have may result in people being judgmental while actually it is just a risk and not a confirmed case.,"Having the courage to take the genetic tests and yet to not inform their relatives about the risk that they may have, may result in people being judgmental, while actually it is just a risk and not a confirmed case.","[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'V0'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'Wform'}, {'idx_src': [], 'idx_tgt': [11], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [29], 'corr_type': 'Mec'}]"
"Furthermore, since it is the person's gene that is affected, he has the right to determine with whom he wants to share the information with.","Furthermore, since it is the person's gene that is affected, he has the right to determine with whom he wants to share the information.","[{'idx_src': [27], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Nevertheless, while I fell that a carrier should not be obligated to tell his or her relatives about the genetic risk, I would like to suggest the person to at least share the information with her or his potential partner(husband or wife) since the individual's genetic risk may affect their future children.","Nevertheless, while I feel that a carrier should not be obligated to tell his or her relatives about the genetic risk, I would like to suggest the person to at least share the information with her or his partner(husband or wife) since the individual's genetic risk may affect their future children.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [40], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Many people in our society are not well informed about many genetic diseases and many of them will most likely to judge or at least differentiate those who have genetic diseases since they feel that the patients are abnormal or' 'weird'.,"Many people in our society are not well informed about many genetic diseases, and many of them will most likely judge or at least differentiate those who have genetic diseases, since they feel that the patients are abnormal or' 'weird'.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [31], 'corr_type': 'Mec'}]"
"This is because many relate genetic diseases to those such as Bubble-Boy disease, autism or down-syndrome.","This is because many relate 'genetic diseases' to those such as Bubble-Boy disease, autism or Down syndrome.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [17, 18], 'corr_type': 'Mec'}]"
"In those diseases, many who are affected do actually have different physical characteristics compared to those without the genetic diseases.","In those diseases, many who are affected have different physical characteristics compared to those without the genetic disease.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20], 'idx_tgt': [18], 'corr_type': 'Nn'}]"
"While we do know that we should not discriminate them based on their limitations, many people still do it with or without them realizing it.","While we do know that we should not discriminate against them based on their limitations, many people still do it with or without realizing.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [25], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"In this particular case, we are discussing about whether a person should tell his relatives about him having a RISK of a particular genetic disease.","In this particular case, we are discussing whether a person should tell his relatives about him having a risk of a particular genetic disease.","[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [20], 'idx_tgt': [19], 'corr_type': 'Wtone'}]"
It is normal for people to demand for a fair and similar treatment as the others and therefore it is normal for people to try to keep some of their secrets or personal issues to themselves in case some people judge them or treat them differently.Many people really love to hear what they want to hear and therefore they may just ignore the word 'risk' and assume that the person has suffered from the disease.,"It is normal for people to demand fair treatment similar to others, and therefore it is normal for people to try to keep some of their secrets or personal issues to themselves, in case some people judge them or treat them differently. Many people really love to hear what they want to hear, and therefore they may just ignore the word 'risk' and assume that the person has suffered from the disease.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [11, 12], 'idx_tgt': [8, 9], 'corr_type': 'WOadv'}, {'idx_src': [13], 'idx_tgt': [10], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [33], 'corr_type': 'Mec'}, {'idx_src': [45], 'idx_tgt': [43, 44, 45], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [56], 'corr_type': 'Mec'}]"
"To prevent that from happening, I do feel that it is up to the person whether he wants to share the information with his family since his family may either be paranoid or judge him and act differently.","To prevent that from happening, I do feel that it is up to the person whether he wants to share the information with his family since his family may either be paranoid or judge him and act differently.",[]
"Especially when it is just a risk, the option is really his since he is not an actual sufferer.","Especially when it is just a risk, the option is really his since he is not an actual sufferer.",[]
"There may be some people who say that it is necessary to tell the family members about the risk since some of them may be affected, while I do think that this view has a point, how much you can trust your family regarding this issue may also be a case.","There may be some people who say that it is necessary to tell family members about the risk since some of them may be affected. While I do think that this view has a point, how much you can trust your family regarding this issue may also be an issue.","[{'idx_src': [13], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [26, 27], 'idx_tgt': [25, 26], 'corr_type': 'Srun'}, {'idx_src': [51], 'idx_tgt': [50], 'corr_type': 'ArtOrDet'}, {'idx_src': [52], 'idx_tgt': [51], 'corr_type': 'Wci'}]"
May be we can trust our immediate family members but can we really trust all the other relatives?,"Maybe we can trust our immediate family members, but can we really trust all the other relatives?","[{'idx_src': [0, 1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}]"
"Furthermore, since the genetic risk or genetic disease is a very personal case, it is up to the person's call to tell the relatives about it.","Furthermore, since genetic risk or genetic disease is a very personal issue, it is the person's call to tell the relatives about it.","[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [13], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [17, 18], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"However, as I said earlier, it is better for the person to at least tell about the potential risk to his or her future partner since his genetic risk may affect his children later.","However, as I said earlier, it is better for the person to at least tell partner, about the potential risk to his or her future partner, since his genetic risk may affect his children later.","[{'idx_src': [17, 18, 19, 20, 21, 22, 23, 24, 25], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29], 'corr_type': 'WOinc'}]"
This information needs to be at least acknowledged by the other party before they make the decision to get married and have children.,This information needs to be at least acknowledged by the other party before they make the decision to get married and have children.,[]
There may be possibilities when both the husband and wife are carriers and therefore they should not have any child since their child may not be able to survive even after they are born.,"There may be situations where both the husband and wife are carriers, and therefore they should not have a child since they may not be able to survive, even once they are born.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [18], 'idx_tgt': [19], 'corr_type': 'ArtOrDet'}, {'idx_src': [21, 22], 'idx_tgt': [22], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [29], 'corr_type': 'Mec'}, {'idx_src': [30], 'idx_tgt': [31], 'corr_type': 'Trans'}]"
"Or in a less extreme case, the child may be disabled.","Or, in a less extreme case, the child may be disabled.","[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Mec'}]"
"This piece of information does play a role in family planning matters, therefore although no one is obliged to tell about their genetic risk to anyone, it should be encouraged to tell it to their future partner.","This piece of information does play a role in family planning matters, therefore although no one is obliged to tell anyone about their genetic risk, they should be encouraged to tell their future partner.","[{'idx_src': [], 'idx_tgt': [21], 'corr_type': 'WOinc'}, {'idx_src': [25, 26], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [28], 'idx_tgt': [27], 'corr_type': 'Pref'}, {'idx_src': [34], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [35], 'idx_tgt': [], 'corr_type': 'Prep'}]"
