Before Statements,After Statements,Error Correction
Genetic testing has been made possible-it has become easy to tell if one is a carrier of a known genetic risk through genetic testing.,Genetic testing has been made possible; it has become easy to tell if one is a carrier of a known genetic risk through genetic testing.,"[{'idx_src': [5], 'idx_tgt': [5, 6], 'corr_type': 'Mec'}]"
"If used for a good purpose, it can prevent unnecessary unhappiness, however, it could also make situation worse by revealing who the carrier is, in the family.","If used for a good purpose, it can prevent unnecessary unhappiness; however, it could also make the situation worse by revealing who the carrier is in the family.","[{'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'ArtOrDet'}, {'idx_src': [27], 'idx_tgt': [], 'corr_type': 'Mec'}]"
The question given is whether a carrier of a known genetic risk should be obligated to tell his or her relatives and I think that the carrier should not be obligated to do so because I belive that he or she has right not to know.,The question given is whether or not a carrier of a known genetic risk should be obligated to tell their relatives and I think that the carrier should not be obligated to do so because I believe that they have the right not to know.,"[{'idx_src': [], 'idx_tgt': [5, 6], 'corr_type': 'Others'}, {'idx_src': [17, 18, 19], 'idx_tgt': [19], 'corr_type': 'Pref'}, {'idx_src': [36], 'idx_tgt': [36], 'corr_type': 'Mec'}, {'idx_src': [38, 39, 40], 'idx_tgt': [38], 'corr_type': 'Pref'}, {'idx_src': [41], 'idx_tgt': [39], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [40], 'corr_type': 'ArtOrDet'}]"
"Firstly, genetic testing is not something that is compulsory.","Firstly, genetic testing is not something that is compulsory.",[]
"Of course, some people may do it to make their futures slightly happier, however, the carrier, before the testing, can choose not to go for the test and simply live with unknowns and accept the facts.","Of course, some people may do it to make their futures slightly happier; however the carrier, before the testing, can choose not to go for the test, simply living with the unknown and accepting the facts.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Mec'}, {'idx_src': [16], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [31], 'corr_type': 'Mec'}, {'idx_src': [32], 'idx_tgt': [], 'corr_type': 'Trans'}, {'idx_src': [34], 'idx_tgt': [33], 'corr_type': 'Vform'}, {'idx_src': [36], 'idx_tgt': [35, 36], 'corr_type': 'Nn'}, {'idx_src': [38], 'idx_tgt': [38], 'corr_type': 'Vform'}]"
"If he chooses to live in the uncertainty that the gene holds and willing to accept it, he could do that, and it has been something that is 'normal' to everyone in the past as gentic testing was not possible.","If he chooses to live with the uncertainty that the gene holds and is willing to accept it, he could do that, as it has been something that was 'normal' to everyone in the past as genetic testing was not possible.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'V0'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Trans'}, {'idx_src': [29], 'idx_tgt': [30], 'corr_type': 'Vt'}, {'idx_src': [38], 'idx_tgt': [39], 'corr_type': 'Mec'}]"
It could rather be better for him or her this way.,It could be better for them this way.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [6, 7, 8], 'idx_tgt': [5], 'corr_type': 'Pref'}]"
Some people might say that it is a form of prevention of giving birth to disabled lives and making them suffer in real-life.,"Some people might say that it is a form of prevention of giving birth to disabled people, making them suffer in real-life.","[{'idx_src': [16], 'idx_tgt': [16, 17], 'corr_type': 'Wci'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Trans'}]"
"I personally think this ist he right purpose of going through the genetic testing, so that a family who can not afford to have a disabled kid do not have to give birth to their child and make the entire family suffer.","I personally think this is the right purpose of going through the genetic testing, so that a family who can not afford to have a disabled kid do not have to give birth to their child and make the entire family suffer.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Mec'}]"
"However, I belive that the carrier has right not to obligate to tell anyone but has responsibility to take an action to prevent any ethical dilemma.","However, I believe that the carrier has the right not to be obliged to tell anyone, but has a responsibility to take action to prevent any ethical dilemma.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'ArtOrDet'}, {'idx_src': [11], 'idx_tgt': [12, 13], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
If the result turned out something that the carrier can not accept then it would have been better not knowing the truth.,"If the result turned out to be something that the carrier could not accept, then it would have been better not knowing the truth.","[{'idx_src': [], 'idx_tgt': [5, 6], 'corr_type': 'V0'}, {'idx_src': [9], 'idx_tgt': [11], 'corr_type': 'Vt'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
I belive that even the carrier has the right not to know the true fact.,I believe that even the carrier has the right not to know the truth.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Mec'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Wci'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"After realizing the he or she is tshe carrier, the emotional damage would be hard to bear.","After realizing that they are the carrier, the emotional damage would be hard to bear.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Trans'}, {'idx_src': [3, 4, 5], 'idx_tgt': [3], 'corr_type': 'Pref'}, {'idx_src': [6], 'idx_tgt': [4], 'corr_type': 'SVA'}, {'idx_src': [7], 'idx_tgt': [5], 'corr_type': 'Mec'}]"
It could possibly causes a problem in a family due to the fact and creates more unhappiness int the family.,The fact could possibly cause a problem in a family and create more unhappiness in the family.,"[{'idx_src': [0], 'idx_tgt': [0, 1], 'corr_type': 'WOinc'}, {'idx_src': [3], 'idx_tgt': [4], 'corr_type': 'Vt'}, {'idx_src': [9, 10, 11, 12], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [14], 'idx_tgt': [11], 'corr_type': 'Spar'}, {'idx_src': [17], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
"Overall, I belive that it entirely depends on the carrier to share the hard facts and face it with relatives but he has no obligation to tell still.","Overall, I believe that it is entirely the decision of the carrier whether or not to share the hard facts and face it with relatives, but he still has no obligation to tell them.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'V0'}, {'idx_src': [7], 'idx_tgt': [8, 9], 'corr_type': 'Wci'}, {'idx_src': [8], 'idx_tgt': [10], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [13, 14, 15], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [29], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [35], 'corr_type': 'Others'}, {'idx_src': [28], 'idx_tgt': [], 'corr_type': 'WOadv'}]"
"In fact, I strongly think that the carrier should weigh both the positive and negative consequences of taking the genetic testing and tak an appropriate action to the results.","In fact, I strongly believe that the carrier should weigh both the positive and negative consequences of taking the genetic tests and take appropriate action dependent on the results.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Wform'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [27], 'idx_tgt': [26, 27], 'corr_type': 'Prep'}]"
The emotional depression that the carrier might get and the sense of guilty can be more than expected and could be a burden in mind for the rest of the life.,The emotional depression and the sense of guilt that the carrier might get may be greater than expected and could be a burden for the rest of their life.,"[{'idx_src': [], 'idx_tgt': [3, 4, 5, 6, 7], 'corr_type': 'WOinc'}, {'idx_src': [8, 9, 10, 11, 12], 'idx_tgt': [], 'corr_type': 'WOinc'}, {'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Vm'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Wci'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [29], 'idx_tgt': [27], 'corr_type': 'ArtOrDet'}]"
"On the other hand, without knowing any genetic disorder and accepting the fact, the family will stay positive and work together to overcome the diability.","On the other hand, without knowing of any genetic disorder and accepting that fact, the family will stay positive and work together to overcome the disability.","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [12], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [26], 'idx_tgt': [27], 'corr_type': 'Mec'}]"
"I think the family will stay mentally healty as it is, without having emtional stress.","I think the family will stay mentally healthy as it is, without having emotional stress.","[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Mec'}]"
"Debates have been around for years, that should a carrier for a known genetic risk be obligated to inform his or her relatives.",Debates have been around for years over whether or not a carrier for a known genetic risk should be obligated to inform their relatives.,"[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Mec'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [8], 'idx_tgt': [7, 8, 9], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'V0'}, {'idx_src': [20, 21, 22], 'idx_tgt': [22], 'corr_type': 'Pref'}]"
"Any individual at risk for a disorder has the right to undergo genetic testing, but whether the results should be informed to others, especially close family or relatives, is the topic that worth discussing.","Any individual at risk for a disorder has the right to undergo genetic testing, but whether the results should be shared with others, especially close family or relatives, is a topic that is worth discussing.","[{'idx_src': [21], 'idx_tgt': [21], 'corr_type': 'Wci'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Prep'}, {'idx_src': [32], 'idx_tgt': [32], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [35], 'corr_type': 'V0'}]"
This is an issue need to be addressed as family-related ethical dilemma is involved.,This is an issue that needs to be addressed as a family-related ethical dilemma is involved.,"[{'idx_src': [4], 'idx_tgt': [4, 5], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}]"
"In this essay, few arguments will be pointed out in the support of view for any carrier of that known genetic risk to tell his or her relatives.","In this essay, few arguments will be pointed out in support of the view that any carrier of that known genetic risk should tell their relatives.","[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [15], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Prep'}, {'idx_src': [25, 26, 27], 'idx_tgt': [25], 'corr_type': 'Pref'}]"
"When we were born, we were surrounded by our family and relatives, with them welcoming us to this new world.","When we were born we were surrounded by our family and relatives, with them welcoming us to this new world.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Mec'}]"
"We were crying hard but we are not alone, it's our family and relatives that grow us up.",We were crying hard but we are not alone; it is our family and relatives that raise us.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Srun'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wtone'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Wci'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Hence, they should be the people be grateful for and the people we would like to share the joy together.","Hence, they should be the people we are grateful for and the people we would like to share joy with.","[{'idx_src': [7], 'idx_tgt': [7, 8], 'corr_type': 'Others'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Wci'}]"
"However, in the case pertaining to any health issue or to the extent of serious disorder, it may seems no point of sharing but this involves more than just sharing of bad news.","However, in any case pertaining to health issues or to the extent of a serious disorder, there may seem to be no point in sharing, but this involves more than just the sharing of bad news.","[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [21, 22], 'corr_type': 'V0'}, {'idx_src': [23], 'idx_tgt': [25], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [27], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [34], 'corr_type': 'ArtOrDet'}]"
"One definitely has the right to disclose his or her health issues to anyone, but it's also one's responsibility to inform the family and close relatives.","One definitely has the right to disclose one's health issues to anyone, but it is also one's responsibility to inform the family and close relatives.","[{'idx_src': [7, 8, 9], 'idx_tgt': [7, 8], 'corr_type': 'Pref'}, {'idx_src': [17], 'idx_tgt': [16], 'corr_type': 'Wtone'}]"
"As the case of health issue is related to genetic risk, with keyword on ""genetic"" which highlights the risk of passing down the disorder to the next generation.","In the case of health issues related to genetic risk, the key word being ""genetic"" which highlights the risk of passing down the disorder to the next generation,","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Prep'}, {'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [11, 12, 13], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Prep'}, {'idx_src': [30, 31], 'idx_tgt': [30], 'corr_type': 'Sfrag'}]"
